gene	t00	t05	t1_	t2_	t3_	t4_	t5_	t6_	t7_	t8_	t10_	t12_
ENSG00000243485.3	0.000466124179514	-0.000709591352096	0.00103616770736	0.00244554103833	-0.00059254136759	0.000286986812684	-0.00111023607488	0.0472171873646	-0.000168433895008	-4.30923509392e-05	0.000594532281306	-0.000912513701692
ENSG00000237613.2	0.00194423061069	0.00125331984394	-0.000280171748853	0.000703703215063	-0.00251253289722	-0.00173246285348	-0.00684974198469	-0.00754689566232	0.001417412749	0.0365372882269	0.00322313293002	0.00296525693207
ENSG00000238009.5	0.00433620531102	0.0106999953728	0.00868802029371	-0.00244429368348	0.00109065674109	-2.21713818404e-05	0.00150441912352	0.00085434717933	0.000513020633417	0.0118951867546	-0.00111274156174	0.0117483324043
ENSG00000228463.7	0.154250343718	0.103240532878	0.132004577454	0.167655445086	0.210109787499	0.148455161953	0.12107484297	0.168695310058	0.13424127873	0.111858380674	0.0545998959905	0.195072891542
ENSG00000237094.10	0.107607089587	0.148978261342	0.0814213138254	0.00695531859256	0.029222029975	0.0393792078736	0.0839641423731	0.0325411485845	0.0953409430787	0.0666555273017	0.0134929102454	0.023868511037
ENSG00000231709.1	0.0028066560249	0.00385495336385	0.0120671842029	-0.0208456683362	-0.0108109384995	0.00645570986286	0.0049422380497	0.00788770168447	0.00526202214672	0.00390903838461	-0.00823144541714	0.0496757185209
ENSG00000239664.2	-0.00456466973346	-0.00426567467059	-0.000781825478549	0.00667185058641	0.00758002494191	0.0044312063365	0.080736257316	0.00694520349801	-0.00202070153037	-0.00408070515536	-0.00418907727183	-0.013979157108
ENSG00000230021.6	0.0413375977327	0.166444019854	0.212362830349	0.115810629436	0.118256591581	0.161265896212	0.155876983001	0.109602436567	0.0308417824229	0.113868682722	0.0409102836401	0.0286610377471
ENSG00000235373.1	0.0308501382392	0.0699019506661	0.050220418864	0.0163618805223	0.0220774549002	0.0223299959096	0.122883301182	0.0564351417944	0.0602050601815	0.0392507325623	0.0282118889539	0.000240728242035
ENSG00000240618.1	0.386179740679	0.396214913985	0.560116412534	0.88053519025	0.372163381651	0.549307636101	1.17273083729	0.154336339083	0.357788153195	0.167666020364	0.46486724711	0.138952260472
ENSG00000228327.2	0.576262565564	0.567860871876	0.496831490107	0.900062695032	0.576681033902	0.817013893877	0.722259620277	1.01971097919	0.562004534046	0.724887847853	0.544409732482	0.617298911751
