gene	t00	t05	t1_	t2_	t3_	t4_	t5_	t6_	t7_	t8_	t10_	t12_
ENSG00000279928.1	0.494842384373	0.537142815972	0.625064958168	0.593014124099	0.338659686832	0.342844066037	0.329433452774	0.612775207631	0.465733217545	0.525277287966	0.53656133043	0.35290245082
ENSG00000279457.2	0.950429837233	0.852259091071	0.776668684964	0.877675051364	0.878101423666	0.707518748672	0.740214748976	0.934853596561	0.963171953181	1.00415122117	0.770368235317	0.980118052743
ENSG00000187634.9	3.54428738229	3.55911823895	3.10624163892	3.14225808741	3.03693883008	2.96377449102	2.93954110272	3.09296822163	3.24368612354	3.31815620671	3.15048124621	3.14930872155
ENSG00000188976.9	3.73231407275	3.727516863	3.71005452588	3.7448027303	3.75091159295	3.6945174239	3.69404075322	3.67878651601	3.70483263972	3.73195635969	3.73791109119	3.72116187546
ENSG00000187961.12	2.39905771496	2.25779045583	2.11306101012	2.18104315528	2.0811447159	2.05294461933	1.94378580514	2.03355043338	2.20213918815	2.30256810089	2.08021801466	2.08623537869
ENSG00000187583.9	1.47040223477	1.49824870381	1.47821204653	1.40595193748	1.14554713874	1.36724846173	1.12762625764	1.29195304732	1.40745520821	1.53996097799	1.29676845713	1.44062158348
ENSG00000187642.8	0.0743769556944	0.0990383430186	0.0253133629726	0.119511545721	0.0414337251593	0.0524717490014	0.140888857035	0.1342853831	0.0746514682944	0.0372533536506	0.010768611551	0.0775380006835
ENSG00000188290.9	2.58022132159	2.72269052969	2.44808217769	2.41819997623	2.42424051824	2.19352831876	2.23724071593	2.29643276875	2.24005678654	2.22572737341	2.33818847257	2.09029895681
ENSG00000187608.7	2.8935757173	3.01919566513	2.87840116946	2.6538439011	2.72545970759	2.71363810152	3.03927210934	2.85715608331	2.81993286607	2.96373934193	2.91619090656	3.09444447194
ENSG00000188157.12	4.13211672213	4.13658649267	4.0939899589	4.14712623765	4.0751734507	4.05217628962	4.00562411493	4.05135872906	4.06489701689	4.0885898132	4.01833617745	3.99945687024
ENSG00000237330.2	-0.0111012864147	-0.00906821627407	0.000247533185518	0.0232863708973	0.05884807885	0.0300343438469	-0.00797113328702	0.0181798086018	0.0376787725224	0.0400016731738	0.00220392467892	0.0320021691699
ENSG00000131591.16	1.31138836754	1.37846236825	1.2594533415	1.29579534858	1.18452541051	1.2226618593	1.04596708298	1.15502313543	1.29381648695	1.30276814223	1.15602208738	1.1677373099
ENSG00000162571.12	0.00203575586309	0.00108741368081	0.0109830471708	-0.00308082034274	-0.00274261856216	0.0123148163496	-0.00144285136779	0.00133747795809	0.000819292293738	0.00149953182915	-0.00122433278362	0.000589661905085
ENSG00000186891.12	-0.00248399040734	0.0190054936777	0.000163499744183	0.00437906227354	0.00342706499322	0.00109147533322	-0.000418721597805	0.0358002283257	-0.000504470649529	0.0254509242376	0.000336400476553	-0.00218487803321
ENSG00000186827.9	0.0226767310276	0.0297726652212	-0.00737993022676	0.00358044696433	0.0247766996803	0.0141752851174	0.003943998371	0.0261139640982	-0.00270916639043	0.0412479400131	0.0102346309815	0.0408974353496
ENSG00000078808.15	4.40673942236	4.42461137019	4.44693744104	4.44987646327	4.40868424479	4.40844868374	4.3168686161	4.38752111243	4.49416348217	4.4925078122	4.51740574091	4.49739308418
ENSG00000176022.4	3.65796283399	3.65615226841	3.49119514809	3.57219077279	3.50450279712	3.53893569506	3.53685458035	3.56970232588	3.69730051547	3.72017600642	3.66089302945	3.68435555512
ENSG00000184163.3	0.358935600375	0.425584044594	0.158611924628	0.385441356468	0.510849294315	0.486357197904	0.273563774122	0.42624320543	0.286892296937	0.29696883348	0.376043967388	0.173096926461
ENSG00000160087.19	3.24791979631	3.19386379099	3.24009456792	3.23162179245	3.23850272441	3.18713730213	3.2218505151	3.3467511704	3.21410541513	3.21797587484	3.33232512768	3.28505691188
ENSG00000162572.18	0.840702240598	0.813577964978	0.695249945382	0.805638371671	0.881909694192	0.698905691966	0.600476789846	0.681289298712	0.739199026435	0.845500661048	0.732298489363	0.724635140904
ENSG00000131584.17	1.76348223536	1.8112737428	1.82762427616	1.85070070238	1.79869022996	1.76622767158	1.70286015572	1.92332870499	1.8761343942	1.99445510924	1.99816953678	1.9442618587
ENSG00000169972.10	1.91556370011	1.95451042149	1.90153363715	1.92190900874	1.90784622748	1.90459464595	1.8261759677	1.8690803741	1.82334656532	1.8814865017	1.75525313986	1.84414587705
ENSG00000127054.17	2.85779458472	2.83757767276	2.81794756707	2.92853475136	2.91831859983	2.86226350325	2.8506836654	2.89558267591	2.92802028736	2.95108650036	2.89048704116	2.9043082242
ENSG00000224051.5	2.5605193104	2.58780962204	2.43058441559	2.56381331394	2.51122673942	2.41318309294	2.55892764599	2.55164394513	2.61129520455	2.72594014763	2.69379413547	2.68196516566
ENSG00000169962.4	0.152880897343	0.165902064406	0.11203899403	0.171686797414	0.187341425598	0.15413594042	0.131251426613	0.155755308198	0.201446817621	0.13082094102	0.26284941146	0.16439548031
ENSG00000107404.16	3.66640355109	3.64803741999	3.5572112929	3.55660334615	3.41428555122	3.38700963331	3.43151511033	3.40095719024	3.68013436739	3.71703853519	3.74581765282	3.72276068858
ENSG00000162576.15	0.028828179239	0.0364221646871	0.0158569936295	0.0275144299756	-0.00963574769975	0.0176143334979	0.0667445489534	0.0729144793517	0.0434926912492	0.0683015353503	0.0456224258459	0.0261920715657
ENSG00000175756.12	3.47641200807	3.45386484248	3.35184955787	3.48760558744	3.41258272495	3.36059290037	3.34129207209	3.34085287382	3.38506495201	3.37382618449	3.42499562274	3.38640703998
ENSG00000221978.10	4.10832634709	4.10724340464	4.27356972616	4.29354245034	4.2556474438	4.2049596782	4.22662707536	4.34933030777	4.22556622781	4.29147523773	4.35970051812	4.3567865614
ENSG00000242485.4	3.92111498418	3.98524872768	3.94893163819	3.93936745899	3.92451259452	3.87008556467	3.87505824991	3.81770401568	3.85074456996	3.8304167179	3.82573460221	3.88473377548
ENSG00000235098.7	0.0288118622544	0.0255248645751	-0.00587513514369	0.0259767717525	-0.00807613797763	-0.0108437926071	0.0413912158237	0.0217188289604	0.0145578470444	-0.00102321406786	0.00655686726982	0.0100570714047
ENSG00000205116.3	0.0230727787255	0.0228368125417	-0.0148633738749	-0.0233774777556	-0.0250272672762	-0.0221563342577	-0.0106397658499	0.0991316076037	0.00239118399228	0.0988852732468	0.015349550809	0.0186605072619
ENSG00000179403.11	1.29595807185	1.33834730245	1.17139579636	1.3033313745	1.31177807412	1.18708122734	1.14704824865	1.21619865654	1.21418130279	1.24040905065	1.19057172307	1.11271979474
ENSG00000215915.8	-0.00010553754803	-0.000100717689917	2.38664540646e-05	0.000230991088279	0.000156937008339	9.96287994616e-05	-0.000120009599789	-8.22875850718e-05	0.0090180488836	1.1710897059e-05	-8.44670687117e-06	-0.00015176212087
ENSG00000160072.18	0.38838382358	0.503176552269	0.415165865116	0.382964894375	0.449003574127	0.419900477544	0.340305430579	0.385011634969	0.401216834218	0.386541193334	0.461828193844	0.384426850142
ENSG00000197785.12	2.30971851761	2.34765295931	2.34657020847	2.48540135402	2.43832949296	2.37149874257	2.29182668602	2.35128168912	2.23595774497	2.42277731276	2.37627425537	2.26692191604
ENSG00000205090.7	0.163472396738	0.228113661312	0.470556278517	0.425801466687	0.366920935829	0.392747233182	0.23485273401	0.381264285831	0.25831627869	0.142648239586	0.107380501564	0.162023378159
ENSG00000160075.11	3.80035387044	3.81037999844	3.74616014263	3.77018641534	3.74521281991	3.72528727679	3.70687145136	3.70963479295	3.75475018548	3.77226964869	3.75052931763	3.7484371439
ENSG00000279244.1	0.00819257880059	0.0106016773556	-0.0113085967427	-0.0022945637483	-0.00635163399293	-0.0143284067812	-0.00707626565093	-0.0029636949465	0.139810473654	0.00225379668698	0.0137809307297	0.00753994022256
ENSG00000228594.3	1.96559006866	2.01280261661	1.92456133043	2.13714911128	2.02619815969	2.06114235748	2.19643217309	1.99708708995	1.90967243939	1.90685852033	1.91776249736	1.91763654827
ENSG00000197530.11	1.26156112074	1.22807267339	1.00392195698	1.15589128893	1.02424459112	1.08565565045	1.00533813652	1.0761255352	1.26550965998	1.39495542665	1.21915356235	1.27489967093
ENSG00000189409.11	0.0233708474624	0.0334980538762	0.021573574963	0.0698700632081	0.0304172637308	0.0834489290417	0.0409878990552	0.0400387462574	0.0550604556627	0.0560816413246	0.0464771886005	0.0463371294165
ENSG00000248333.6	2.86936099675	2.98926548153	2.92165059387	2.97900295741	2.87409162585	2.8019261051	2.82809287902	2.78480090892	2.88660848943	2.94548097369	2.88893975429	2.81399858143
ENSG00000189339.10	2.57463111636	2.56053276337	2.51432671068	2.53143820388	2.49668171868	2.44704754142	2.37713341046	2.37818958235	2.48894506526	2.46412380106	2.54077296524	2.54016011379
ENSG00000008128.21	0.77824873818	0.802348688635	0.791118672464	0.691114709626	0.76910649864	0.772673441442	0.5125285767	0.614208314229	0.752771273859	0.821262438993	0.775855858375	0.783468547153
ENSG00000215790.5	0.991484947598	1.19938659332	1.14268710677	1.11645257708	1.11622829131	1.00786934066	0.970094439284	1.22818579689	1.05430347547	1.03856850336	0.980578312715	1.12502027518
ENSG00000008130.14	2.88474163573	2.87492045476	2.88982862508	2.94563774907	2.93092758078	2.87557647579	2.86818910715	2.87068040841	2.94302953975	2.96191825874	2.97100483781	2.89837752835
ENSG00000078369.16	5.65191906509	5.65700704468	5.71973241492	5.62534066176	5.70261077376	5.71594808181	5.79101008356	5.74459624319	5.66637205989	5.638171037	5.66818663273	5.70744542316
ENSG00000169885.8	0.0654415290269	0.100435091054	0.134674957918	0.198660537889	0.153818316791	0.124332838432	0.0736477678199	0.0535916665483	0.138496458574	0.0552041262383	0.0852565647287	0.0849319827485
ENSG00000178821.11	0.361808997488	0.430750710115	0.0716212830962	0.2385250553	0.158383293706	0.131560546053	0.131689026435	0.204122684999	0.181212163247	0.323283880225	0.283482685511	0.207440866231
ENSG00000142609.16	0.0114486082528	0.0022925765108	0.00674616903068	0.0276164761372	0.0124380290587	0.00942083727649	0.00874854098214	-0.000967289234323	0.00701475891235	0.0116304305861	0.00989626637631	0.00396430946559
ENSG00000187730.7	0.25183824674	0.471070503465	0.158830019944	0.270077167981	0.084248035734	0.267171239319	0.2819322339	0.262750035777	0.234012112242	0.270087995552	0.302203771265	0.186670410352
ENSG00000067606.14	2.09433211056	2.1402110103	1.82634406443	1.88325051298	1.86042948069	1.83884168357	1.8954515083	1.94972167784	2.23766745068	2.27480444829	2.3180826425	2.3304510489
ENSG00000162585.15	1.39487625053	1.4093169969	1.33862819119	1.34909437573	1.26991785424	1.25652044252	1.16632701557	1.25666771343	1.3238528259	1.34528117651	1.28044308293	1.30251736822
ENSG00000157933.9	3.58472850853	3.64136858792	3.47933960506	3.52452749291	3.61416389781	3.62969847374	3.70049033117	3.66247306896	3.60585375867	3.58532476883	3.52430783063	3.48627343817
ENSG00000116151.12	0.644752444427	0.5838330299	0.54450092033	0.623159348258	0.545378589523	0.609007530999	0.510777074235	0.554532469954	0.601191034403	0.573902023023	0.590317741227	0.546604032582
ENSG00000157916.17	3.42128674342	3.43464283522	3.41216620355	3.36753083205	3.42648539149	3.37188618245	3.39625988318	3.31155747081	3.37999352067	3.40990663183	3.41454989942	3.36955096478
ENSG00000157911.8	2.98687113308	3.02912324554	2.9922570329	3.01463555469	3.08798051579	3.03568049902	3.01325477059	3.00614352311	2.99446940011	2.95676037332	2.98407612644	2.94936955974
ENSG00000149527.16	0.135423319582	0.0809160021303	0.090580215735	0.124983621966	0.0891395874558	0.12827860743	0.068133455752	0.0906681276251	0.0807886590295	0.0934002180336	0.0416906770225	0.0792587616668
ENSG00000157881.12	2.31848205347	2.32913852528	2.20591911256	2.15973545359	2.18063198736	2.15114111203	2.12879739806	2.22577528498	2.2534045317	2.30373665625	2.24300154079	2.22626859953
